"p1.20160322"	"p1.20160401"	"p3.20160322"	"p3.20160401"	"p3.20160714"	"p3.20160811"	"p4.20160322"	"p4.20160401"	"p4.20160415"	"p4.20160713"	"p4.20160727"	"p5.20160322"	"p5.20160415"	"p5.20160715"	"p5.20160817"	"p6.20160322"	"p6.20160415"	"p6.20160701"	"p6.20160726"	"p7.20160322"	"p7.20160415"	"p7.20160713"	"p7.20160729"	"p8.20160720"	"p8.20160825"
"2527"	0	0	4	5	16	0	0	7	0	4	8	2	45	3	4	0	0	30	4	2	0	29	37	28	47
"2528"	0	3	8	17	5	0	12	40	2	2	5	264	351	237	292	119	290	309	71	174	27	246	95	198	136
"2529"	0	0	3	0	12	0	2	0	0	0	0	106	17	40	28	25	0	11	0	14	4	2	4	34	13
"2530"	0	71	2	2	3	10	0	43	16	2	21	2	0	6	2	2	5	0	0	0	0	26	0	0	2
"2531"	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2533"	0	0	4	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"2534"	0	3	2	0	0	0	0	0	2	2	0	0	4	0	10	2	6	0	0	0	0	0	0	0	2
"2535"	0	0	4	0	4	0	4	0	2	2	0	0	3	4	0	0	6	14	0	0	0	6	0	0	0
"2536"	0	0	7	0	2	0	0	0	0	0	2	297	6	3	8	889	2	382	25	1044	3	131	14	74	31
"2537"	0	2	16	3	6	2	2	0	11	10	8	34	32	94	42	29	5	139	27	26	2	42	43	135	90
"2538"	0	0	12	0	0	0	0	0	2	0	4	0	0	2	4	0	0	5	0	0	0	0	0	0	0
"2539"	0	0	2	0	0	0	4	5	0	0	0	0	2	0	2	6	0	0	0	0	0	0	2	0	0
"2540"	0	0	2	0	2	0	3	2	0	7	0	0	0	0	2	0	8	2	0	0	0	4	3	9	0
"2541"	0	0	3	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2542"	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0
"2543"	0	3	4	0	0	0	0	3	0	17	0	0	0	0	3	0	5	2	0	2	0	0	0	0	0
"2544"	0	0	3	9	0	0	0	0	0	0	0	0	5	0	0	0	11	2	0	10	0	0	0	9	8
"2545"	0	0	4	0	4	7	0	0	11	0	0	2	0	22	25	0	2	2	0	0	0	4	2	27	2
"2546"	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2548"	0	0	2	43	55	16	2	18	43	28	0	0	79	168	249	0	57	27	121	335	160	245	9	108	23
"2549"	0	0	3	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0
"2550"	0	0	6	3	3	0	2	13	0	0	0	5	76	0	0	40	48	8	3	19	33	0	0	5	0
"2551"	0	7	3	3	0	0	0	3	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"2552"	0	0	9	0	2	0	2	2	0	0	2	70	4	23	7	35	16	183	16	31	8	25	67	41	4
"2553"	0	0	4	2	0	0	0	0	0	0	0	6	4	0	0	2	2	5	0	0	14	6	2	8	7
"2554"	0	3	5	4	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
"2555"	0	2	8	2	2	0	2	0	0	0	0	0	2	10	0	32	4	4	6	9	8	7	0	185	13
"2556"	0	518	2	12	62	0	7	58	12	2	7	1445	15	3	0	790	0	7	2	244	0	39	4	17	59
"2557"	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	2	0	0	0
"2558"	0	2	2	2	93	5	43	11	8	0	22	44	30	6	87	32	22	28	6	35	25	172	9	25	88
"2559"	0	0	5	0	0	0	8	7	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	6	0
"2560"	0	0	4	0	0	0	4	0	13	0	0	0	0	0	22	0	5	11	0	21	0	0	0	2	2
"2561"	0	0	5	4	2	2	4	4	4	7	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0
"2562"	0	26	4	0	0	5	4	0	0	0	0	2	7	0	10	9	11	141	0	16	8	22	3	9	15
"2563"	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	0	0	0	0	0
"2564"	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2565"	0	2	4	0	0	0	0	2	0	2	3	0	10	0	2	0	6	0	0	0	0	24	6	3	29
"2566"	0	5	2	5	0	31	14	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"2567"	0	0	2	25	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0
"2568"	0	0	2	0	0	0	0	0	0	5	2	2	12	2	4	13	3	24	4	5	4	16	14	8	0
"2569"	0	0	4	2	0	0	2	2	2	0	0	0	9	0	0	0	0	7	0	0	0	0	0	6	58
"2570"	0	15	3	13	0	0	0	0	18	0	14	0	0	0	2	0	0	0	0	0	2	0	0	0	0
"2571"	0	0	7	0	0	0	2	7	0	0	2	5	0	12	27	3	0	122	72	8	2	43	47	172	19
"2572"	0	0	5	0	6	0	0	0	0	0	2	75	67	7	15	111	41	52	4	62	4	24	14	8	28
"2573"	0	0	2	0	2	4	0	2	0	0	0	6	0	0	3	0	0	0	0	0	0	4	0	0	2
"2574"	0	7	4	2	0	9	0	11	0	0	0	0	0	11	3	0	0	2	0	0	0	4	0	6	4
"2575"	0	5	2	0	0	2	0	0	0	0	2	0	0	0	4	2	0	0	0	0	0	15	19	18	28
"2576"	0	2	2	5	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9
"2577"	0	0	4	0	2	0	0	0	0	0	0	16	0	0	0	5	0	0	2	3	0	0	0	0	0
"2578"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"2579"	0	13	3	13	2	32	8	0	3	0	4	0	8	0	0	0	12	3	0	0	0	0	0	8	0
"2581"	0	0	2	0	0	18	0	0	0	0	0	2	8	9	2	0	0	0	0	0	0	4	0	0	0
"2582"	0	0	5	2	0	4	2	0	0	0	0	7	31	3	0	0	5	0	0	0	0	11	0	2	0
"2583"	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2584"	0	3	7	0	2	0	3	4	0	0	0	431	281	0	24	292	169	23	122	216	16	313	14	63	362
"2585"	0	3	2	37	0	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2586"	0	0	2	0	0	0	0	29	0	0	0	8	7	0	13	7	2	70	0	0	0	14	0	22	4
"2587"	0	2	2	4	0	0	7	0	0	2	0	0	2	0	2	2	2	0	0	0	0	0	0	2	2
"2588"	0	0	2	0	0	4	0	2	0	5	7	0	0	0	0	0	0	3	0	0	0	2	322	5	0
"2590"	0	2	2	11	0	0	2	0	10	0	2	0	0	0	38	7	5	0	0	0	3	12	0	0	41
"2591"	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2592"	0	0	6	0	0	4	4	0	5	0	2	2	13	0	2	0	28	1	0	0	10	0	0	2	10
"2593"	0	0	2	0	0	0	0	0	0	0	0	23	16	2	0	0	4	112	0	0	0	13	12	2	0
"2595"	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"2596"	0	2	2	0	0	2	7	0	4	2	18	4	0	4	0	4	0	6	0	0	6	2	0	0	0
"2597"	0	0	2	9	0	3	5	0	0	2	2	0	10	0	19	2	14	6	0	8	13	2	0	9	6
"2598"	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
"2600"	0	0	2	5	0	0	27	0	0	0	0	10	0	0	9	0	3	0	0	0	2	5	3	3	2
"2601"	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0
"2602"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"2603"	0	4	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0
"2604"	0	3	2	4	0	11	0	13	0	3	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0
"2605"	0	32	2	0	42	0	9	0	2	8	6	8	48	0	10	4	36	48	129	5	3	7	26	25	28
"2607"	0	0	3	209	4	0	2	4	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"2608"	0	2	5	0	0	0	2	0	4	2	3	0	0	5	0	0	3	0	0	0	0	2	0	0	0
"2609"	0	10	2	7	0	13	0	25	12	3	2	0	0	2	10	0	0	0	0	0	0	2	2	0	0
"2610"	0	0	2	0	0	0	0	31	0	11	0	0	11	3	0	9	2	4	0	7	0	29	0	15	5
"2611"	0	0	10	2	0	0	0	2	2	0	18	5	2	0	10	0	21	5	2	0	0	0	3	0	15
"2612"	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
"2613"	0	0	2	3	0	0	6	0	2	0	0	0	0	0	0	0	0	4	0	2	0	8	0	0	0
"2614"	0	0	2	0	0	0	0	0	2	0	0	0	0	11	0	0	0	3	2	0	0	134	11	270	156
"2615"	0	0	2	0	2	0	38	45	0	5	0	0	0	0	0	19	40	0	0	0	7	18	0	0	0
"2616"	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	2
"2617"	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	4
"2618"	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2
"2619"	0	11	2	4	4	11	2	2	0	2	0	2	2	2	21	0	0	9	4	0	0	5	65	0	12
"2620"	0	0	2	0	4	0	0	0	0	0	0	10	2	4	0	0	0	60	4	14	2	32	36	5	9
"2621"	0	45	6	4	0	0	0	38	9	0	42	0	0	4	0	0	19	0	0	0	0	0	0	0	2
"2622"	0	0	5	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	2	0
"2623"	0	0	3	0	3	3	0	0	0	0	0	4	0	0	0	0	2	2	0	0	0	0	20	5	4
"2624"	0	0	2	0	4	0	2	7	38	0	0	4	39	403	84	0	55	13	115	5	43	225	24	279	13
"2625"	0	2	2	0	0	0	0	0	0	0	11	0	0	0	0	17	0	0	0	0	0	0	0	0	0
"2626"	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"2627"	0	0	2	7	0	38	0	2	0	0	0	0	0	0	0	0	0	3	0	6	0	5	2	0	0
"2628"	0	2	2	0	2	5	0	21	8	2	7	0	0	0	0	2	0	0	0	0	0	0	0	0	2
"2630"	0	46	4	18	2	5	3	0	0	6	4	4	0	0	6	10	5	43	0	2	0	60	6	38	96
"2631"	0	0	2	0	0	0	2	5	2	0	4	0	0	0	8	0	0	0	0	2	0	5	0	7	71
"2632"	0	18	2	13	5	10	39	12	347	13	104	127	221	82	33	6	365	10	2	39	13	24	27	121	63
"2633"	0	22	2	2	2	2	5	35	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2635"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0
"2636"	0	0	4	2	0	0	0	0	0	0	0	0	0	18	9	0	9	21	6	0	0	5	2	61	31
"2637"	0	0	4	2	18	0	6	2	2	2	35	4295	3035	238	151	4299	3583	436	57	2591	762	614	99	1289	4145
"2639"	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0
"2640"	0	0	2	0	0	0	2	0	0	0	0	3	17	0	0	9	0	33	7	2	7	22	21	0	2
"2641"	0	0	2	0	0	0	118	0	0	0	4	3	0	0	0	0	0	5	0	0	0	2	0	0	0
"2642"	0	12	2	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2
"2644"	0	8	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2645"	0	0	2	0	0	0	0	2	2	0	0	0	2	0	0	31	0	0	0	0	0	0	0	8	0
"2647"	0	0	8	0	0	0	2	2	2	0	14	0	2	0	0	6	5	5	2	0	0	10	0	5	6
"2648"	0	0	2	0	0	0	10	0	0	0	4	0	0	0	3	12	0	41	0	3	12	3	0	2	0
"2649"	0	0	2	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
"2650"	0	8	4	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	2	4	9
"2652"	0	0	2	0	2	0	19	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2653"	0	0	3	0	0	0	0	0	0	0	2	0	0	0	4	0	0	2	0	0	0	0	2	0	0
"2654"	0	0	2	0	0	0	0	0	0	0	0	2	0	0	8	0	0	38	2	11	0	38	29	13	17
"2655"	0	0	2	0	0	0	0	2	0	3	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0
"2656"	0	2	7	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	5	0
"2657"	0	0	4	6	0	0	30	0	2	0	12	0	0	0	0	0	0	0	2	0	0	0	3	0	0
"2658"	0	2	4	65	130	56	29	52	152	124	50	4	26	46	39	238	33	46	7	13	88	19	10	11	28
"2660"	0	0	13	0	0	0	0	0	0	0	0	0	0	4	4	2	0	0	5	0	0	3	0	15	0
"2661"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	4	0	0
"2663"	0	0	3	0	0	0	0	4	0	2	9	0	0	3	7	0	0	0	0	0	0	0	0	0	0
"2664"	0	0	4	2	12	3	2	0	0	3	0	4	21	10	109	8	13	118	27	0	5	884	212	135	322
"2665"	0	2	2	3	13	12	0	0	4	0	112	37	75	91	46	109	48	52	28	79	9	25	7	96	361
"2666"	0	0	2	0	0	0	2	0	0	0	0	2	15	83	18	2	4	7	0	3	0	40	0	118	11
"2668"	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	0	0	3	0	0	0	10	0	0	0
"2669"	0	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2670"	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2671"	0	6	2	9	0	0	0	4	0	9	0	13	15	4	6	2	6	18	14	0	0	14	0	36	34
"2672"	0	10	2	9	0	8	9	16	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	4
"2673"	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2674"	0	0	2	0	0	0	2	0	4	0	0	0	0	0	0	0	7	2	0	0	0	2	0	6	2
"2675"	0	6	2	54	3	12	5	14	10	53	29	2	2	6	16	0	3	4	0	0	0	13	7	26	51
"2676"	0	0	2	17	0	4	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	2	0	11	33
"2677"	0	2	4	0	2	2	0	0	3	4	2	0	0	0	0	3	0	5	0	0	3	21	16	2	6
"2678"	0	19	4	4	0	0	0	0	0	0	0	10	11	27	10	10	16	11	11	2	0	18	7	8	24
"2680"	0	21	2	7	0	0	0	4	4	0	2	0	0	0	0	0	5	4	0	0	2	7	2	4	4
"2681"	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	4	0	2	0	0	0	2	8	0	8
"2682"	0	6	2	0	0	30	10	38	103	64	78	12	0	0	5	25	0	28	4	0	0	14	0	3	3
"2683"	0	0	3	0	0	0	0	0	0	0	21	0	44	3	0	0	12	12	0	0	0	2	4	0	8
"2684"	0	0	4	0	9	0	0	0	0	18	0	11	24	87	8	2	8	30	0	15	3	15	2	0	6
"2685"	0	0	2	0	0	11	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2686"	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"2687"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	4	2
"2688"	0	0	3	3	0	2	0	6	7	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"2689"	0	0	4	0	0	0	0	0	0	0	0	37	0	0	0	6	0	3	4	0	0	9	2	12	0
"2690"	0	0	2	4	0	2	0	0	0	13	2	0	6	4	0	0	0	0	0	0	0	8	2	6	0
"2691"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"2693"	0	0	2	0	0	0	0	0	0	0	6	0	2	0	0	11	0	3	2	4	5	2	4	5	0
"2694"	0	0	4	0	0	0	0	0	0	0	0	42	13	0	42	4	2	33	0	5	5	11	2	113	14
"2695"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	2	0	2	30
"2697"	0	0	3	0	0	2	0	0	0	0	0	18	0	0	6	2	0	68	6	6	14	15	58	12	11
"2699"	0	7	2	12	74	0	4	0	0	0	7	316	435	246	107	241	282	591	41	3712	803	411	24	992	109
"2700"	0	4	3	0	2	17	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
"2702"	0	0	2	18	0	3	0	2	3	0	0	0	0	0	0	2	2	6	10	0	0	5	0	0	0
"2704"	0	0	7	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2705"	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
"2706"	0	0	3	7	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	4	0	0	2	0
"2707"	0	0	3	10	0	3	2	0	0	7	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"2708"	0	4	2	2	0	0	0	0	0	0	0	6	0	2	2	0	2	0	0	0	0	0	0	0	7
"2709"	0	2	4	4	14	24	3	9	0	11	3	0	13	0	3	0	0	0	0	0	0	0	0	0	0
"2710"	0	5	5	0	21	0	0	0	0	0	11	67	111	175	319	179	63	186	63	67	30	70	72	509	150
"2712"	0	0	2	2	3	791	0	0	0	466	607	18	489	224	7	2	389	304	8	13	3	4	13	54	37
"2713"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"2714"	0	2	2	4	6	0	2	4	0	4	2	13	5	21	0	0	0	4	3	0	5	0	0	0	5
"2715"	0	6	2	0	0	0	31	4	4	10	22	0	0	2	8	0	4	3	0	0	0	0	0	7	5
"2716"	0	0	2	39	6	9	0	4	45	16	24	4	0	50	12	0	8	14	13	2	23	7	9	53	0
"2717"	0	33	2	0	0	0	0	0	0	0	5	12	8	0	5	59	2	10	8	3	2	12	6	6	7
"2718"	0	0	3	23	8	0	0	31	0	70	0	86	109	147	176	44	78	44	36	54	10	122	21	45	47
"2719"	0	4	2	6	0	0	0	4	0	0	4	0	4	2	2	5	2	0	0	0	0	0	0	2	0
"2720"	0	9	3	5	2	7	0	17	2	0	4	0	0	14	6	4	4	0	2	0	0	0	0	3	0
"2721"	0	2	2	0	2	0	3	4	0	0	2	108	601	932	393	12	138	196	101	27	38	86	67	745	89
"2722"	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2723"	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2724"	0	0	2	3	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"2725"	0	2	2	2	0	5	6	0	0	0	2	0	2	5	5	0	0	0	2	0	2	0	0	6	7
"2726"	0	10	2	3	11	0	14	0	8	3	18	0	0	3	3	0	6	0	0	0	0	0	0	0	3
"2727"	0	4	2	2	47	4	16	0	0	38	0	0	0	2	17	7	0	2	0	0	0	5	5	2	0
"2728"	0	0	2	0	0	0	2	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	2	2	5
"2729"	0	0	2	0	0	2	4	4	3	3	2	0	0	14	2	0	0	4	0	0	0	26	0	10	9
"2730"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0
"2731"	0	0	0	615	101	0	475	356	551	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"2732"	0	29	0	6	4	0	352	257	26	2	16	0	17	5	5	0	6	0	0	0	0	0	3	0	3
"2734"	0	16943	0	0	0	0	88	16	2	0	5	2	0	0	0	0	0	0	0	0	0	2	0	2	0
"2735"	0	0	0	0	0	0	70	0	0	0	0	4	2	0	5	2	0	6	19	0	6	3	9	0	0
"2736"	0	0	0	0	0	0	65	0	0	0	0	0	0	9	0	2	2	0	0	0	0	0	0	2	0
"2738"	0	0	0	0	0	34	41	19	32	0	142	2	4	0	0	0	0	0	0	0	0	0	0	0	0
"2740"	0	0	0	5	0	0	46	0	3	0	0	0	2	3	0	0	0	5	0	0	0	5	0	7	0
"2741"	0	0	0	0	0	0	40	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
"2742"	0	32	0	23	0	0	56	12	7	3	2	10	2	0	3	8	0	29	4	0	0	6	31	0	0
"2743"	0	8	0	0	0	6	20	2	2	0	9	18	3	6	0	11	0	10	3	25	8	12	0	2	5
"2744"	0	6	0	3	8	2	30	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
"2745"	0	0	0	0	0	0	10	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2746"	0	2	0	0	5	4	37	27	0	0	0	0	4	9	2	0	3	0	14	0	2	2	2	0	0
"2747"	0	9332	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2748"	0	0	0	0	50	0	131	192	0	10	66	0	39	54	42	0	47	0	0	0	0	2	0	22	7
"2749"	0	0	0	0	2	0	29	60	23	0	2	9	0	9	3	0	4	111	11	2	0	76	85	24	32
"2752"	0	0	0	0	0	0	12	0	0	0	0	2	8	0	0	4	2	2	6	0	0	16	0	3	0
"2754"	0	0	0	0	0	0	20	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"2755"	0	0	0	0	0	0	17	6	15	0	0	0	0	0	0	0	0	0	8	0	2	3	7	0	0
"2756"	0	0	0	412	0	10	22	0	396	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
"2757"	0	0	0	59	0	28	32	167	95	191	0	0	0	17	25	0	0	0	0	0	0	15	5	3	22
"2758"	0	0	0	0	6	0	26	0	0	0	0	2	0	0	0	4	0	6	2	4	0	0	3	2	0
"2759"	0	0	0	0	2	0	27	6	18	0	7	5	2	5	0	2	6	4	3	0	0	15	3	4	7
"2760"	0	0	0	0	10	47	28	20	41	4	5	0	0	18	0	0	5	10	5	5	0	0	12	7	2
"2761"	0	5	0	6	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2762"	0	0	0	2	9	0	12	26	0	0	15	0	0	0	2	0	0	3	0	0	0	0	0	0	0
"2763"	0	7	0	0	0	0	6	0	17	0	0	0	0	0	0	0	0	7	0	0	0	2	0	9	17
"2765"	0	2	0	5	0	0	8	0	0	0	0	6	2	0	2	17	7	15	6	9	0	25	12	2	6
"2766"	0	11	0	8	0	0	8	4	2	0	5	0	7	0	0	0	2	0	0	4	0	6	4	0	0
"2767"	0	3	0	0	2	0	19	24	20	27	34	0	406	15	5	3	4	0	8	0	40	2	0	8	10
"2769"	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"2770"	0	0	0	0	0	0	14	2	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"2771"	0	12	0	0	2	0	8	0	4	0	0	2	0	0	0	15	0	0	0	0	2	0	0	24	7
"2772"	0	7	0	4	3	6	14	13	6	39	3	0	0	0	0	2	39	0	0	0	11	7	0	0	0
"2773"	0	0	0	0	18	0	11	0	0	0	0	0	0	223	0	0	0	77	0	0	0	0	0	0	0
"2774"	0	0	0	25	4	0	11	4	3	0	2	10	62	13	4	2	0	71	13	2	0	22	11	17	0
"2775"	0	16	0	4	6	9	12	0	11	2	0	0	0	12	2	0	0	5	0	0	0	2	0	2	0
"2776"	0	0	0	11	0	0	8	0	95	32	0	0	0	0	2	0	4	0	0	0	0	0	0	8	0
"2777"	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"2778"	0	2	0	0	0	0	10	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2779"	0	2	0	0	0	0	16	0	0	0	0	0	2	17	0	0	0	7	0	0	0	2	10	0	0
"2780"	0	63	0	29	0	0	14	21	5	2	0	0	2	0	2	0	2	0	0	0	0	0	0	4	7
"2781"	0	3	0	0	11	0	13	0	0	0	10	0	0	0	0	2	0	5	0	0	0	0	6	0	0
"2782"	0	0	0	0	2	0	22	6	13	0	0	4	78	0	5	4	0	57	21	0	155	43	29	56	2
"2783"	0	0	0	0	0	0	6	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0
"2784"	0	0	0	0	0	18	5	12	0	0	3	4	17	4	0	0	7	0	2	0	0	0	0	2	0
"2785"	0	68	0	3	0	0	3	0	0	14	0	0	0	0	35	0	40	8	0	6	0	0	0	0	0
"2786"	0	0	0	2	0	0	3	0	0	0	0	6	0	12	10	2	0	4	6	2	0	21	6	7	6
"2787"	0	0	0	4	0	0	3	0	0	0	0	0	18	39	0	0	6	0	4	0	3	23	0	29	101
"2788"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
"2789"	0	4	0	11	12	5	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	24	538
"2790"	0	0	0	6	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"2791"	0	0	0	0	0	0	7	0	0	0	2	3	6	0	0	5	3	6	0	0	11	4	9	0	0
"2793"	0	43	0	107	0	4	42	58	113	0	8	150	68	0	101	105	67	30	15	13	50	74	9	30	36
"2794"	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	43	6	4	0	0	0	0	0	12	0
"2797"	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0
"2798"	0	0	0	0	0	2	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"2799"	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	11	0	0	2	22	8	3	0
"2800"	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	4	7
"2801"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0
"2802"	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2803"	0	0	0	0	0	0	5	0	4	0	0	10	0	14	31	4	31	38	7	0	0	49	40	23	0
"2804"	0	10	0	0	2	0	5	0	2	0	0	4	0	0	0	0	0	16	0	0	0	0	0	0	0
"2805"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0
"2809"	0	2	0	0	3	2	4	0	0	0	0	10	50	3	3	0	4	8	2	2	7	5	3	6	0
"2810"	0	0	0	2	0	2	2	6	0	0	2	77	16	23	36	37	11	135	5	17	15	85	25	118	201
"2811"	0	0	0	0	0	0	4	2	0	0	0	2	0	21	0	0	0	9	0	2	0	0	0	2	0
"2812"	0	3	0	0	0	2	2	0	0	2	0	13	3	0	124	24	0	13	7	15	107	85	7	18	4
"2813"	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	11	0	10
