"Kingdom"	"Superphylum"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"bp_ASV_000069"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"HIMB11"	"uncultured_bacterium"
"bn_ASV_000272"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"Sphingomonas_sp._ZP1"
"bn_ASV_000301"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS2b"	"uncultured_marine_bacterium"
"bn_ASV_000333"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Ascidiaceihabitans"	"uncultured_bacterium"
"bp_ASV_000475"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_X"	"uncultured_marine_bacterium"
"bn_ASV_000767"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"CL500-3"	"uncultured_bacterium"
"ep_ASV_00301"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-14"	"Syndiniales-Group-II-Clade-14_X"	"Syndiniales-Group-II-Clade-14_X_sp"
"bn_ASV_000453"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriales_NS9"	"Flavobacteriales_NS9"	"uncultured_bacterium"
"en_ASV_00798"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Prorocentrales"	"Prorocentraceae"	"Prorocentrum"	"Prorocentrum_rhathymum"
"en_ASV_01336"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-3"	"MAST-3D"	"MAST-3D_X"	"MAST-3D_X_sp"
"bp_ASV_000215"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS4"	"uncultured_marine_bacterium"
"ep_ASV_00665"	"Eukaryota"	"Hacrobia"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_XXX"	"Picozoa_XXXX"	"Picozoa_XXXX_sp"
"en_ASV_01080"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-26"	"Syndiniales-Group-II-Clade-26_X"	"Syndiniales-Group-II-Clade-26_X_sp"
"ep_ASV_00701"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Prorocentrales"	"Prorocentraceae"	"Prorocentrum"	"Prorocentrum_sp"
"ep_ASV_00675"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-III"	"Syndiniales-Group-III_X"	"Syndiniales-Group-III_XX"	"Syndiniales-Group-III_XX_sp"
"bn_ASV_000971"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Pirellulaceae_X"	"uncultured_planctomycete"
"en_ASV_00879"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bn_ASV_000280"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS2b"	"uncultured_marine_bacterium"
"bn_ASV_000302"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_X"	"uncultured_bacterium"
"bp_ASV_000271"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"	"marine_metagenome"
"en_ASV_00226"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Gymnodiniaceae"	"Gyrodinium"	"Gyrodinium_heterogrammum"
"bn_ASV_000279"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"uncultured_bacterium"
"bn_ASV_000347"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_II"	"SAR11_Clade_II"	"uncultured_bacterium"
"bn_ASV_000417"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"bp_ASV_000071"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Nereida"	"Nereida_ignava"
"bp_ASV_000172"	"Archaea"	"Euryarchaeota"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmata_Marine_Group_II"	"Thermoplasmata_Marine_Group_II"	"Thermoplasmata_Marine_Group_II"	"uncultured_archaeon"
"bp_ASV_000333"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Ascidiaceihabitans"	"uncultured_bacterium"
"ep_ASV_00180"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-V"	"Syndiniales-Group-V_X"	"Syndiniales-Group-V_XX"	"Syndiniales-Group-V_XX_sp"
"ep_ASV_00364"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"ep_ASV_00419"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"Micromonas_Clade-B..4"
"bp_ASV_000318"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_III"	"SAR11_Clade_III"	"uncultured_bacterium"
"bp_ASV_000431"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_UBA10353"	"Gammaproteobacteria_UBA10353"	"Gammaproteobacteria_UBA10353"	"uncultured_bacterium"
"en_ASV_00488"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Kareniaceae"	"Karlodinium"	"Karlodinium_sp"
"bn_ASV_000248"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"	"marine_metagenome"
"bn_ASV_000311"	"Bacteria"	"Dadabacteria"	"Dadabacteria"	"Dadabacteriia"	"Dadabacteriales"	"Dadabacteriales_X"	"Dadabacteriales_X"	"metagenome"
"en_ASV_00296"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Raphid-pennate"	"Pseudo-nitzschia"	"Pseudo-nitzschia_seriata"
"en_ASV_01132"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"ep_ASV_00108"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae_M"	"Strombidium_M"	"Strombidium_M_sp"
"ep_ASV_00232"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-6"	"Syndiniales-Group-II-Clade-6_X"	"Syndiniales-Group-II-Clade-6_X_sp"
"ep_ASV_00423"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Prasino-Clade-9"	"Prasino-Clade-9_X"	"Prasino-Clade-9-B"	"Prasino-Clade-9-B_X"	"Prasino-Clade-9-B_X_sp"
"en_ASV_00555"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"en_ASV_00625"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Radial-centric-basal-Coscinodiscophyceae"	"Rhizosolenia"	"Rhizosolenia_delicatula"
"ep_ASV_00349"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"Labyrinthulea"	"Labyrinthulales"	"Labyrinthulaceae"	"Labyrinthulaceae_X"	"Labyrinthulaceae_X_sp"
"ep_ASV_00506"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"ep_ASV_00517"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"ep_ASV_00566"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-12"	"MAST-12A"	"MAST-12A_X"	"MAST-12A_X_sp"
"ep_ASV_00381"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-3"	"Syndiniales-Group-II-Clade-3_X"	"Syndiniales-Group-II-Clade-3_X_sp"
"ep_ASV_00589"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bn_ASV_000431"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_UBA10353"	"Gammaproteobacteria_UBA10353"	"Gammaproteobacteria_UBA10353"	"uncultured_bacterium"
"en_ASV_00931"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-1"	"MAST-1C"	"MAST-1C_X"	"MAST-1C_X_sp"
"ep_ASV_00500"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Choreotrichida"	"Strobilidiidae_I"	"Pelagostrobilidium"	"Pelagostrobilidium_neptuni"
"bp_ASV_000107"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Roseibacillus"	"uncultured_bacterium"
"bn_ASV_000329"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_marine_bacterium"
"ep_ASV_00088"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-6"	"Syndiniales-Group-II-Clade-6_X"	"Syndiniales-Group-II-Clade-6_X_sp"
"bn_ASV_000306"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"	"uncultured_marine_bacterium"
"bp_ASV_000143"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halieaceae_OM60"	"unidentified_marine_bacterioplankton"
"bp_ASV_000189"	"Bacteria"	"Epsilonbacteraeota"	"Epsilonbacteraeota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Arcobacter"	"uncultured_bacterium"
"en_ASV_00686"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	"Heterocapsaceae"	"Heterocapsa"	"Heterocapsa_pygmaea"
"en_ASV_00804"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-1"	"Syndiniales-Group-II-Clade-1_X"	"Syndiniales-Group-II-Clade-1_X_sp"
"en_ASV_00969"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"ep_ASV_00552"	"Eukaryota"	"Hacrobia"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_XXX"	"Picozoa_XXXX"	"Picozoa_XXXX_sp"
"bn_ASV_000607"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Rubinisphaeraceae"	"Rubinisphaeraceae_X"	"uncultured_organism"
"en_ASV_00612"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida_F"	"Strombidiida_F_X"	"Strombidiida_F_XX"	"Strombidiida_F_XX_sp"
"ep_ASV_00396"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-3"	"MAST-3F"	"MAST-3F_X"	"MAST-3F_X_sp"
"en_ASV_00742"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Ptychodiscaceae"	"Ptychodiscus"	"Ptychodiscus_noctiluca"
"bn_ASV_000484"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_gamma_proteobacterium"
"bn_ASV_000575"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriales_NS9"	"Flavobacteriales_NS9"	"uncultured_bacterium"
"en_ASV_01167"	"Eukaryota"	"Rhizaria"	"Radiolaria"	"Acantharea"	"Acantharea_X"	"Acantharea_XX"	"Acanthocolla"	"Acanthocolla_cruciata"
"ep_ASV_00308"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"bp_ASV_000375"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_X"	"uncultured_bacterium"
"en_ASV_00849"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	"Amphidomataceae"	"Azadinium"	"Azadinium_dexteroporum"
"ep_ASV_00421"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-7"	"MAST-7C"	"MAST-7C_X"	"MAST-7C_X_sp"
"en_ASV_01143"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-7"	"MAST-7B"	"MAST-7B_X"	"MAST-7B_X_sp"
"ep_ASV_00448"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-3"	"MAST-3F"	"MAST-3F_X"	"MAST-3F_X_sp"
"ep_ASV_00466"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Chrysophyceae_X"	"Chrysophyceae_Clade-I"	"Chrysophyceae_Clade-I_X"	"Chrysophyceae_Clade-I_X_sp"
"bn_ASV_000204"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"	"marine_sediment_metagenome"
"bn_ASV_000757"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Aureicoccus"	"uncultured_bacterium"
"en_ASV_00772"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"bn_ASV_000788"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Burkholderiaceae"	"MWH-UniP1_aquatic_group"	"uncultured_bacterium"
"en_ASV_00406"	"Eukaryota"	"Hacrobia"	"Cryptophyta"	"Cryptophyceae"	"Cryptophyceae_X"	"Cryptomonadales"	"Cryptomonadales_X"	"Cryptomonadales_X_sp"
"bp_ASV_000279"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"uncultured_bacterium"
"ep_ASV_00164"	"Eukaryota"	"Opisthokonta"	"Choanoflagellida"	"Choanoflagellatea"	"Craspedida"	"Monosigidae_Group_B"	"Monosigidae_Group_B_X"	"Monosigidae_Group_B_X_sp"
"bp_ASV_000306"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"	"uncultured_marine_bacterium"
"en_ASV_00954"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"ep_ASV_00337"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Dictyochophyceae"	"Dictyochophyceae_X"	"Pedinellales"	"Pedinellales_X"	"Pedinellales_X_sp"
"bn_ASV_000241"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Ulvibacter"	"uncultured_bacterium"
"bp_ASV_000380"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_UBA10353"	"Gammaproteobacteria_UBA10353"	"Gammaproteobacteria_UBA10353"	"unidentified_marine_bacterioplankton"
"en_ASV_00761"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gonyaulacales"	"Ceratiaceae"	"Tripos"	"Tripos_furca"
"en_ASV_01138"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	"Strombidiidae_X"	"Strombidiidae_X_sp"
"ep_ASV_00284"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	"Protaspa-lineage_X"	"Protaspa-lineage_X_sp"
"bn_ASV_000257"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriales_NS9"	"Flavobacteriales_NS9"	"uncultured_bacterium"
"bn_ASV_000268"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriales_NS9"	"Flavobacteriales_NS9"	"uncultured_Flavobacteriia_bacterium"
"bn_ASV_000290"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"Parvibaculales_OCS116"	"Parvibaculales_OCS116"	"uncultured_marine_bacterium"
"en_ASV_00154"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"en_ASV_01235"	"Eukaryota"	"Hacrobia"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_XXX"	"Picozoa_XXXX"	"Picozoa_XXXX_sp"
"ep_ASV_00195"	"Eukaryota"	"Rhizaria"	"Radiolaria"	"Acantharea"	"Arthracanthida-Symphyacanthida"	"Arthracanthida-Symphyacanthida_X"	"Arthracanthida-Symphyacanthida_XX"	"Arthracanthida-Symphyacanthida_XX_sp"
"en_ASV_01632"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"ep_ASV_00210"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-4"	"MAST-4C"	"MAST-4C_X"	"MAST-4C_X_sp"
"ep_ASV_00588"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bn_ASV_000401"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylobacterium"	"uncultured_bacterium"
"ep_ASV_00388"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-3"	"MAST-3E"	"MAST-3E_X"	"MAST-3E_X_sp"
"ep_ASV_00581"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-9"	"MAST-9A"	"MAST-9A_X"	"MAST-9A_X_sp"
"bn_ASV_000242"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"Puniceispirillales_SAR116"	"Puniceispirillales_SAR116"	"unidentified_marine_bacterioplankton"
"en_ASV_00722"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Raphid-pennate"	"Raphid-pennate_X"	"Raphid-pennate_X_sp"
"ep_ASV_00242"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-4"	"MAST-4E"	"MAST-4E_X"	"MAST-4E_X_sp"
"ep_ASV_00420"	"Eukaryota"	"Opisthokonta"	"Choanoflagellida"	"Choanoflagellatea"	"Acanthoecida"	"Stephanoecidae_Group_E"	"Stephanoecidae_Group_E_X"	"Stephanoecidae_Group_E_X_sp"
"ep_ASV_00576"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"Stramenopiles_XX"	"Stramenopiles_XXX"	"Stramenopiles_XXXX"	"Stramenopiles_XXXXX"	"Stramenopiles_XXXXX_sp"
"bp_ASV_000281"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriales_NS11-12"	"Sphingobacteriales_NS11-12"	"marine_metagenome"
"bp_ASV_000462"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_X"	"uncultured_bacterium"
"en_ASV_01564"	"Eukaryota"	"Hacrobia"	"Telonemia"	"Telonemia_X"	"Telonemia_XX"	"Telonemia-Group-2"	"Telonemia-Group-2_X"	"Telonemia-Group-2_X_sp"
"en_ASV_00825"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Radial-centric-basal-Coscinodiscophyceae"	"Proboscia"	"Proboscia_sp"
"en_ASV_00794"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Polar-centric-Mediophyceae"	"Chaetoceros"	"Chaetoceros_decipiens"
"ep_ASV_01292"	"Eukaryota"	"Hacrobia"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_XXX"	"Picozoa_XXXX"	"Picozoa_XXXX_sp"
"bn_ASV_000526"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"en_ASV_01638"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bp_ASV_000108"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiia"	"Actinomarinales"	"Actinomarinaceae"	"Actinomarina"	"uncultured_marine_bacterium"
"bp_ASV_000161"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"Puniceispirillales_SAR116"	"Puniceispirillales_SAR116"	"uncultured_bacterium"
"bp_ASV_000302"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_X"	"uncultured_bacterium"
"ep_ASV_00418"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bn_ASV_000143"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halieaceae_OM60"	"unidentified_marine_bacterioplankton"
"bp_ASV_000426"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"en_ASV_01061"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bn_ASV_000402"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"en_ASV_01017"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-6"	"Syndiniales-Group-II-Clade-6_X"	"Syndiniales-Group-II-Clade-6_X_sp"
"en_ASV_01194"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"ep_ASV_00052"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-1"	"Syndiniales-Group-I-Clade-1_X"	"Syndiniales-Group-I-Clade-1_X_sp"
"bn_ASV_000318"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_III"	"SAR11_Clade_III"	"uncultured_bacterium"
"bn_ASV_000319"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria_SAR324"	"Deltaproteobacteria_SAR324"	"Deltaproteobacteria_SAR324"	"uncultured_bacterium"
"bp_ASV_000330"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Formosa"	"uncultured_marine_bacterium"
"en_ASV_01042"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-III"	"Syndiniales-Group-III_X"	"Syndiniales-Group-III_XX"	"Syndiniales-Group-III_XX_sp"
